Time|Count|S1F|S1R|S1|Count|S10F|S10R|S10|Count|S250F|S250R|S250
0.46666666666667|120|90.55|110.71|201.26|120|250.34|259.60|509.94|120|671.41|628.27|1299.68
0.48333333333333|120|90.60|110.86|201.46|120|248.61|260.57|509.18|120|671.68|627.74|1299.43
0.50000000000000|120|89.63|111.12|200.75|120|248.47|261.27|509.75|120|671.37|627.49|1298.86
0.51666666666667|120|89.44|111.12|200.56|120|247.97|260.20|508.18|120|671.56|628.27|1299.83
0.53333333333333|120|88.69|110.37|199.07|120|247.82|260.43|508.26|120|672.45|628.72|1301.17
0.55000000000000|120|89.20|111.07|200.28|120|247.21|260.37|507.57|120|672.28|628.50|1300.78
0.56666666666667|120|89.22|111.52|200.74|120|247.09|259.42|506.51|120|672.62|627.83|1300.45
0.58333333333333|120|89.05|111.21|200.26|120|246.20|260.12|506.32|120|672.56|627.46|1300.02
0.60000000000000|120|88.86|111.41|200.27|120|245.36|261.52|506.87|120|671.86|627.94|1299.80
0.61666666666667|120|89.32|111.80|201.12|120|245.22|261.39|506.62|120|672.48|627.07|1299.54
0.63333333333333|120|88.84|111.42|200.27|120|244.76|261.23|505.98|120|672.45|627.30|1299.75
0.65000000000000|120|88.90|111.08|199.98|120|244.94|261.05|505.99|120|673.08|627.08|1300.16
0.66666666666667|120|88.33|111.65|199.98|120|243.39|261.27|504.66|120|672.37|627.33|1299.70
0.68333333333333|120|88.62|111.75|200.37|120|242.93|262.56|505.48|120|672.84|627.12|1299.97
0.70000000000000|120|88.99|111.44|200.43|120|242.04|261.43|503.47|120|673.12|627.49|1300.61
0.71666666666667|120|88.19|111.51|199.70|120|242.12|262.82|504.95|120|672.70|627.88|1300.58
0.73333333333333|120|87.51|111.59|199.10|120|241.53|261.62|503.16|120|673.06|627.20|1300.26
0.75000000000000|120|87.87|112.50|200.37|120|241.27|262.07|503.34|120|673.02|627.33|1300.35
0.76666666666667|120|86.78|111.83|198.61|120|240.78|262.16|502.93|120|673.38|627.39|1300.78
0.78333333333333|120|88.46|112.53|200.99|120|239.99|262.32|502.32|120|674.01|627.36|1301.37
0.80000000000000|120|87.62|111.51|199.13|120|240.13|262.18|502.32|120|673.64|627.23|1300.88
0.81666666666667|120|87.91|111.85|199.76|120|239.60|262.35|501.95|120|673.62|627.06|1300.68
0.83333333333333|120|87.43|111.02|198.45|120|240.07|261.93|501.99|120|674.32|627.92|1302.23
0.85000000000000|120|86.69|112.35|199.04|120|238.66|261.09|499.75|120|673.04|628.03|1301.08
0.86666666666667|120|86.97|111.84|198.81|120|239.03|262.18|501.21|120|673.68|628.37|1302.06
0.88333333333333|120|86.65|111.56|198.21|120|238.39|262.04|500.43|120|674.22|629.34|1303.56
0.90000000000000|120|86.81|111.98|198.79|120|238.51|261.94|500.45|120|673.64|628.33|1301.98
0.91666666666667|120|86.12|111.76|197.88|120|238.32|261.82|500.14|120|674.26|629.20|1303.46
0.93333333333333|120|86.47|112.32|198.78|120|237.82|262.18|499.99|120|674.10|628.55|1302.65
0.95000000000000|120|87.35|112.95|200.30|120|237.90|262.42|500.32|120|673.98|628.08|1302.07
0.96666666666667|120|86.82|112.43|199.26|120|237.67|262.29|499.96|120|674.54|628.22|1302.76
0.98333333333333|120|86.93|112.66|199.59|120|237.32|262.45|499.77|120|674.45|628.68|1303.13
1.00000000000000|120|86.82|112.27|199.08|120|237.69|262.18|499.87|120|674.48|628.46|1302.94
1.01666666666667|120|87.41|112.32|199.73|120|237.67|262.77|500.44|120|674.52|628.27|1302.80
1.03333333333333|120|87.07|112.78|199.85|120|237.37|262.15|499.52|120|675.44|628.61|1304.05
1.05000000000000|120|86.79|112.17|198.96|120|237.64|262.32|499.96|120|675.68|630.11|1305.79
1.06666666666667|120|87.29|112.99|200.28|120|237.14|262.68|499.82|120|675.07|628.02|1303.08
1.08333333333333|120|87.09|112.62|199.71|120|237.64|262.30|499.94|120|675.68|628.36|1304.04
1.10000000000000|120|86.81|112.62|199.43|120|238.00|262.05|500.05|120|675.77|629.13|1304.90
1.11666666666667|120|87.54|112.26|199.80|120|237.46|262.35|499.81|120|676.55|629.58|1306.13
1.13333333333333|120|87.76|112.72|200.47|120|237.47|263.10|500.57|120|675.79|629.06|1304.85
1.15000000000000|120|87.32|113.31|200.62|120|236.91|263.21|500.12|120|676.44|628.76|1305.20
1.16666666666667|120|88.07|113.09|201.17|120|237.07|262.77|499.84|120|676.12|627.58|1303.70
1.18333333333333|120|88.30|113.12|201.43|120|237.43|263.61|501.03|120|676.59|627.77|1304.36
1.20000000000000|120|89.03|112.96|201.99|120|236.73|263.41|500.14|120|675.99|626.69|1302.68
1.21666666666667|120|89.48|112.91|202.39|120|237.18|262.20|499.38|120|676.98|627.29|1304.28
1.23333333333333|120|88.53|113.16|201.69|120|237.03|262.94|499.98|120|677.49|628.12|1305.62
1.25000000000000|120|88.52|113.57|202.08|120|236.62|263.01|499.63|120|676.60|627.71|1304.31
1.26666666666667|120|88.63|113.30|201.93|120|236.46|263.24|499.70|120|676.00|627.79|1303.79
1.28333333333333|120|89.48|112.51|201.99|120|237.15|262.98|500.12|120|677.19|628.01|1305.20
1.30000000000000|120|89.37|113.32|202.69|120|236.06|262.82|498.88|120|677.12|627.94|1305.07
1.31666666666667|120|89.34|113.35|202.69|120|236.61|263.43|500.03|120|677.23|628.00|1305.23
1.33333333333333|120|88.38|112.59|200.97|120|235.47|262.82|498.30|120|678.20|628.12|1306.33
1.35000000000000|120|89.57|113.21|202.78|120|236.33|263.05|499.38|120|677.94|627.22|1305.16
1.36666666666667|120|89.68|112.74|202.43|120|236.94|262.88|499.82|120|677.53|627.48|1305.01
1.38333333333333|120|89.38|113.00|202.38|120|235.52|262.57|498.08|120|678.27|628.81|1307.08
1.40000000000000|120|89.53|112.99|202.52|120|235.15|262.50|497.65|120|677.79|628.41|1306.20
1.41666666666667|120|88.68|112.93|201.62|120|235.46|261.78|497.24|120|677.51|629.34|1306.85
1.43333333333333|120|89.22|112.12|201.35|120|235.39|262.49|497.88|120|677.84|630.27|1308.11
1.45000000000000|120|87.91|111.61|199.52|120|235.44|261.74|497.18|120|678.00|629.92|1307.92
1.46666666666667|120|89.09|112.37|201.47|120|235.46|261.64|497.10|120|678.79|630.27|1309.06
1.48333333333333|120|87.83|112.24|200.07|120|235.78|261.83|497.61|120|678.06|629.75|1307.81
1.50000000000000|120|88.39|112.03|200.42|120|235.67|261.40|497.07|120|678.88|630.09|1308.98
1.51666666666667|120|88.85|112.07|200.93|120|236.22|260.96|497.18|120|678.52|629.41|1307.93
1.53333333333333|120|89.22|111.51|200.72|120|236.39|260.45|496.84|120|679.19|629.42|1308.62
1.55000000000000|120|88.76|111.85|200.61|120|235.51|261.02|496.53|120|679.16|630.37|1309.53
1.56666666666667|120|89.12|111.43|200.55|120|236.15|260.39|496.54|120|678.73|629.84|1308.58
1.58333333333333|120|89.70|111.58|201.28|120|235.36|261.54|496.90|120|678.92|630.25|1309.17
1.60000000000000|120|89.47|112.26|201.73|120|235.67|261.84|497.51|120|678.45|629.69|1308.14
1.61666666666667|120|89.97|112.77|202.74|120|235.90|262.07|497.98|120|678.58|629.60|1308.18
1.63333333333333|120|90.33|113.34|203.68|120|236.11|262.50|498.61|120|679.02|629.94|1308.96
1.65000000000000|120|90.23|113.28|203.52|120|235.97|262.56|498.52|120|679.35|629.83|1309.18
1.66666666666667|120|90.41|112.63|203.04|120|235.97|262.03|498.00|120|678.78|629.56|1308.34
1.68333333333333|120|91.22|112.84|204.06|120|236.20|262.15|498.35|120|679.56|630.04|1309.60
1.70000000000000|120|90.65|113.07|203.72|120|236.43|262.61|499.04|120|679.00|629.63|1308.63
1.71666666666667|120|91.12|113.62|204.75|120|236.62|263.07|499.69|120|679.00|629.77|1308.78
1.73333333333333|120|90.18|113.84|204.03|120|236.86|263.34|500.20|120|679.17|629.34|1308.52
1.75000000000000|120|91.29|114.09|205.38|120|236.68|262.67|499.34|120|680.09|630.26|1310.35
1.76666666666667|120|91.26|113.81|205.07|120|235.87|263.52|499.38|120|679.01|629.62|1308.63
1.78333333333333|120|91.08|114.21|205.29|120|236.28|263.93|500.21|120|678.52|629.69|1308.22
1.80000000000000|120|90.96|114.06|205.02|120|235.87|263.73|499.59|120|679.17|630.58|1309.75
1.81666666666667|120|90.59|114.31|204.90|120|235.82|264.50|500.32|120|678.63|631.56|1310.19
1.83333333333333|120|90.47|114.92|205.38|120|235.44|264.52|499.97|120|679.12|631.36|1310.48
1.85000000000000|120|90.16|115.28|205.44|120|235.65|265.05|500.70|120|679.37|631.74|1311.11
1.86666666666667|120|92.12|115.63|207.76|120|236.25|266.12|502.37|120|678.55|629.92|1308.48
1.88333333333333|120|93.57|116.64|210.22|120|237.80|266.98|504.78|120|679.28|627.94|1307.23
1.90000000000000|120|94.01|117.12|211.12|120|238.07|267.03|505.10|120|679.52|626.88|1306.40
1.91666666666667|120|94.62|116.77|211.39|120|239.04|267.32|506.36|120|680.26|627.54|1307.80
1.93333333333333|120|95.37|118.16|213.53|120|238.94|268.75|507.69|120|679.85|626.75|1306.60
1.95000000000000|120|96.28|118.45|214.72|120|239.45|268.87|508.32|120|680.27|625.26|1305.53
1.96666666666667|120|97.03|119.29|216.32|120|240.59|269.45|510.04|120|680.91|625.99|1306.90
1.98333333333333|120|96.57|118.91|215.48|120|239.78|269.19|508.97|120|681.43|627.08|1308.51
2.00000000000000|120|96.40|118.64|215.04|120|239.69|269.27|508.97|120|682.30|628.36|1310.66
2.01666666666667|120|96.10|118.46|214.56|120|239.32|269.02|508.35|120|682.63|628.65|1311.28
2.03333333333333|120|94.53|118.53|213.06|120|238.73|269.04|507.77|120|683.71|631.59|1315.30
2.05000000000000|120|93.98|118.27|212.25|120|239.43|269.07|508.50|120|683.87|631.46|1315.33
2.06666666666667|120|94.57|118.15|212.72|120|239.28|269.09|508.37|120|685.20|631.42|1316.63
2.08333333333333|120|93.92|117.97|211.89|120|238.87|269.63|508.51|120|684.67|632.55|1317.22
2.10000000000000|120|92.78|117.79|210.57|120|238.20|269.33|507.53|120|685.60|633.22|1318.82
2.11666666666667|120|93.57|118.29|211.87|120|238.88|268.48|507.37|120|685.51|633.26|1318.77
2.13333333333333|120|93.52|117.59|211.11|120|238.78|269.12|507.90|120|686.27|633.00|1319.27
2.15000000000000|120|93.96|117.44|211.40|120|238.90|268.77|507.67|120|686.84|633.21|1320.05
2.16666666666667|120|93.42|117.41|210.82|120|238.11|268.63|506.74|120|686.77|633.96|1320.73
2.18333333333333|120|93.76|117.56|211.32|120|238.46|268.52|506.98|120|687.17|634.22|1321.38
2.20000000000000|120|93.45|117.22|210.68|120|237.77|268.03|505.80|120|687.50|634.03|1321.53
2.21666666666667|120|92.96|116.92|209.88|120|238.23|267.73|505.97|120|687.40|634.31|1321.71
2.23333333333333|120|93.09|116.54|209.63|120|238.50|268.02|506.52|120|688.54|634.65|1323.19
2.25000000000000|120|92.69|117.23|209.93|120|237.53|268.26|505.78|120|687.89|634.68|1322.58
2.26666666666667|120|92.88|117.50|210.38|120|237.82|268.58|506.40|120|688.47|634.34|1322.81
2.28333333333333|120|93.41|117.20|210.61|120|238.49|268.60|507.09|120|689.08|634.48|1323.56
2.30000000000000|120|93.41|117.22|210.63|120|238.22|268.11|506.32|120|689.17|634.12|1323.28
2.31666666666667|120|93.47|117.00|210.47|120|238.50|268.30|506.80|120|688.77|634.35|1323.13
2.33333333333333|120|93.70|116.87|210.57|120|238.56|268.57|507.13|120|689.89|635.71|1325.60
2.35000000000000|120|93.06|117.42|210.47|120|237.82|268.01|505.82|120|689.46|635.13|1324.59
2.36666666666667|120|92.16|116.74|208.90|120|237.87|268.39|506.27|120|689.98|637.11|1327.09
2.38333333333333|120|91.82|116.78|208.61|120|237.66|268.18|505.84|120|690.47|636.77|1327.24
2.40000000000000|120|92.21|117.49|209.70|120|238.01|268.17|506.18|120|690.54|637.57|1328.11
2.41666666666667|120|91.70|116.11|207.81|120|237.35|266.91|504.26|120|690.16|638.08|1328.24
2.43333333333333|120|91.55|116.08|207.63|120|237.28|267.77|505.04|120|691.48|638.35|1329.83
2.45000000000000|120|91.93|116.66|208.59|120|237.77|267.32|505.09|120|690.44|636.45|1326.89
2.46666666666667|120|92.78|116.84|209.62|120|237.73|268.16|505.89|120|690.48|636.75|1327.23
2.48333333333333|120|91.90|116.78|208.68|120|238.63|268.07|506.71|120|690.67|636.52|1327.19
2.50000000000000|120|91.71|117.04|208.75|120|237.18|267.45|504.62|120|691.37|637.07|1328.43
2.51666666666667|120|92.23|116.01|208.24|120|237.94|267.73|505.67|120|691.33|638.52|1329.85
2.53333333333333|120|91.94|115.18|207.12|120|238.01|267.07|505.08|120|691.80|637.08|1328.88
2.55000000000000|120|92.63|115.21|207.84|120|237.67|266.68|504.34|120|692.17|637.24|1329.41
2.56666666666667|120|91.47|115.38|206.86|120|238.37|266.33|504.70|120|692.40|637.99|1330.39
2.58333333333333|120|91.44|114.44|205.88|120|238.41|265.52|503.93|120|691.71|638.25|1329.96
2.60000000000000|120|91.30|114.17|205.47|120|237.97|265.68|503.64|120|692.95|638.60|1331.55
2.61666666666667|120|90.88|114.42|205.31|120|238.10|265.92|504.02|120|693.24|638.04|1331.28
2.63333333333333|120|91.85|115.27|207.12|120|238.41|266.06|504.47|120|693.16|638.15|1331.31
2.65000000000000|120|91.63|114.42|206.06|120|238.04|265.79|503.83|120|693.73|638.44|1332.18
2.66666666666667|120|92.28|113.65|205.93|120|238.74|264.53|503.27|120|694.47|639.17|1333.64
2.68333333333333|120|91.07|114.08|205.16|120|238.65|264.19|502.84|120|694.53|639.33|1333.86
2.70000000000000|120|91.64|112.55|204.19|120|239.22|263.09|502.32|120|693.58|638.98|1332.55
2.71666666666667|120|91.66|112.97|204.62|120|239.54|262.96|502.50|120|694.66|640.11|1334.77
2.73333333333333|120|90.59|111.75|202.34|120|239.96|262.92|502.87|120|694.88|640.38|1335.27
2.75000000000000|120|91.15|112.37|203.52|120|239.61|262.02|501.62|120|694.51|640.70|1335.21
2.76666666666667|120|91.19|112.17|203.37|120|240.03|260.95|500.98|120|694.16|640.70|1334.86
2.78333333333333|120|90.92|111.65|202.57|120|240.43|260.87|501.30|120|694.94|640.13|1335.08
2.80000000000000|120|91.22|110.50|201.72|120|240.43|260.73|501.16|120|694.18|639.60|1333.78
2.81666666666667|120|91.92|111.22|203.15|120|240.03|261.02|501.06|120|693.83|639.07|1332.89
2.83333333333333|120|91.47|111.78|203.24|120|240.14|261.17|501.31|120|694.42|639.67|1334.10
2.85000000000000|120|91.74|112.01|203.75|120|239.80|261.20|501.00|120|692.96|639.62|1332.58
2.86666666666667|120|91.48|112.47|203.96|120|240.07|261.68|501.74|120|693.30|638.74|1332.04
2.88333333333333|120|92.31|112.26|204.57|120|240.07|261.41|501.48|120|693.52|638.66|1332.18
2.90000000000000|120|91.71|112.46|204.17|120|239.47|261.50|500.97|120|693.25|638.93|1332.18
2.91666666666667|120|91.20|111.85|203.05|120|239.87|261.15|501.02|120|692.87|638.61|1331.48
2.93333333333333|120|91.71|112.88|204.59|120|239.35|261.92|501.27|120|692.82|638.33|1331.14
2.95000000000000|120|92.02|112.66|204.68|120|239.44|260.88|500.32|120|692.82|640.04|1332.86
2.96666666666667|120|91.73|111.26|202.99|120|239.39|260.82|500.22|120|693.09|638.88|1331.98
2.98333333333333|120|92.12|111.34|203.46|120|239.93|259.68|499.61|120|692.42|639.58|1331.99
3.00000000000000|120|91.70|111.23|202.93|120|239.99|259.64|499.63|120|692.86|640.17|1333.03
3.01666666666667|120|91.12|111.17|202.30|120|240.54|260.12|500.66|120|693.30|640.35|1333.65
3.03333333333333|120|90.33|111.74|202.07|120|240.20|260.30|500.50|120|692.63|639.56|1332.19
3.05000000000000|120|90.58|111.64|202.22|120|239.48|260.57|500.05|120|693.40|639.84|1333.24
3.06666666666667|120|89.97|112.32|202.28|120|239.27|260.47|499.73|120|692.48|640.84|1333.33
3.08333333333333|120|90.37|112.22|202.59|120|239.35|261.32|500.68|120|691.93|640.89|1332.83
3.10000000000000|120|90.29|112.71|203.00|120|238.84|260.78|499.62|120|691.02|641.00|1332.02
3.11666666666667|120|90.91|112.43|203.34|120|239.61|260.77|500.38|120|692.27|641.03|1333.30
3.13333333333333|120|90.77|112.78|203.55|120|239.42|261.04|500.46|120|690.73|641.31|1332.03
3.15000000000000|120|89.87|112.82|202.69|120|239.58|261.27|500.86|120|691.79|640.15|1331.94
3.16666666666667|120|90.57|112.29|202.87|120|239.95|261.60|501.55|120|691.58|640.75|1332.33
3.18333333333333|120|90.22|112.42|202.63|120|239.43|261.62|501.06|120|690.74|640.72|1331.46
3.20000000000000|120|90.07|112.80|202.87|120|240.01|261.39|501.40|120|690.37|641.11|1331.48
3.21666666666667|120|89.96|111.84|201.80|120|240.15|260.67|500.82|120|690.48|641.83|1332.30
3.23333333333333|120|90.77|111.19|201.96|120|241.43|260.21|501.63|120|689.74|641.67|1331.42
3.25000000000000|120|90.12|112.05|202.18|120|241.51|259.75|501.26|120|689.36|642.05|1331.41
3.26666666666667|120|90.28|110.58|200.86|120|241.93|258.85|500.77|120|689.79|642.88|1332.68
3.28333333333333|120|90.88|110.71|201.59|120|243.55|258.16|501.71|120|689.06|642.12|1331.18
3.30000000000000|120|92.05|109.75|201.80|120|245.18|257.45|502.63|120|688.33|642.33|1330.66
3.31666666666667|120|93.12|109.41|202.53|120|247.03|257.12|504.16|120|689.29|641.84|1331.13
3.33333333333333|120|93.75|108.71|202.46|120|247.14|256.69|503.83|120|689.25|640.73|1329.98
3.35000000000000|120|93.87|107.71|201.58|120|248.31|256.16|504.47|120|689.63|640.98|1330.62
3.36666666666667|120|93.76|108.38|202.14|120|249.76|256.14|505.90|120|689.80|641.61|1331.41
3.38333333333333|120|93.99|108.50|202.49|120|249.44|256.29|505.73|120|689.05|641.55|1330.60
3.40000000000000|120|94.63|108.80|203.43|120|250.50|255.46|505.96|120|689.83|642.30|1332.13
3.41666666666667|120|95.07|107.75|202.82|120|251.47|255.88|507.36|120|690.27|641.28|1331.56
3.43333333333333|120|95.44|107.62|203.06|120|252.16|255.72|507.88|120|690.34|641.18|1331.53
3.45000000000000|120|95.48|108.18|203.67|120|252.12|255.99|508.12|120|689.69|641.27|1330.97
3.46666666666667|120|96.47|106.82|203.29|120|252.42|255.57|507.98|120|690.67|641.16|1331.83
3.48333333333333|120|96.28|106.69|202.97|120|253.06|255.31|508.37|120|690.42|641.62|1332.03
3.50000000000000|120|96.42|106.99|203.42|120|253.13|254.27|507.40|120|690.77|641.82|1332.58
3.51666666666667|120|97.34|106.04|203.38|120|254.18|254.18|508.36|120|689.64|641.84|1331.48
3.53333333333333|120|97.56|106.55|204.11|120|254.87|253.54|508.42|120|690.08|641.81|1331.88
3.55000000000000|120|97.57|106.62|204.19|120|254.93|253.12|508.05|120|689.90|641.60|1331.50
3.56666666666667|120|98.47|105.95|204.43|120|256.16|253.21|509.37|120|690.37|642.23|1332.61
3.58333333333333|120|98.68|105.97|204.66|120|255.76|252.68|508.43|120|690.08|641.20|1331.28
3.60000000000000|120|99.09|105.95|205.04|120|255.46|253.03|508.49|120|688.42|641.03|1329.46
3.61666666666667|120|98.22|105.56|203.78|120|255.03|253.28|508.32|120|688.83|641.58|1330.40
3.63333333333333|120|98.78|106.62|205.40|120|255.81|252.64|508.45|120|688.05|641.30|1329.35
3.65000000000000|120|97.97|105.75|203.72|120|255.66|252.83|508.49|120|687.73|641.81|1329.54
3.66666666666667|120|99.18|106.29|205.47|120|255.85|252.18|508.03|120|688.01|640.30|1328.31
3.68333333333333|120|98.19|105.83|204.03|120|255.93|252.47|508.39|120|686.84|640.25|1327.09
3.70000000000000|120|98.48|106.05|204.53|120|255.78|252.07|507.85|120|688.23|640.49|1328.72
3.71666666666667|120|98.96|104.92|203.88|120|255.68|252.07|507.74|120|687.33|639.71|1327.03
3.73333333333333|120|99.49|105.54|205.03|120|255.93|252.80|508.73|120|687.53|639.17|1326.70
3.75000000000000|120|98.82|106.50|205.32|120|254.74|251.79|506.53|120|686.67|639.83|1326.51
3.76666666666667|120|98.47|106.01|204.48|120|255.36|252.57|507.93|120|687.05|639.65|1326.70
3.78333333333333|120|97.72|106.10|203.82|120|254.84|252.72|507.56|120|686.54|639.76|1326.30
3.80000000000000|120|97.60|106.41|204.01|120|254.95|251.98|506.93|120|686.51|639.55|1326.06
3.81666666666667|120|97.42|107.26|204.68|120|255.18|252.20|507.38|120|686.17|640.49|1326.66
3.83333333333333|120|98.19|106.72|204.91|120|254.05|252.31|506.36|120|687.10|639.52|1326.63
3.85000000000000|120|97.59|107.28|204.87|120|254.72|252.57|507.29|120|686.77|639.68|1326.46
3.86666666666667|120|97.44|107.92|205.37|120|254.58|252.74|507.32|120|686.50|640.37|1326.87
3.88333333333333|120|97.03|106.58|203.61|120|254.26|253.75|508.01|120|686.07|639.72|1325.78
3.90000000000000|120|98.09|107.62|205.72|120|253.92|253.07|506.98|120|685.49|639.48|1324.97
3.91666666666667|120|96.60|107.64|204.24|120|253.82|252.77|506.59|120|686.23|639.47|1325.70
3.93333333333333|120|97.03|107.60|204.62|120|254.08|253.51|507.59|120|685.27|639.84|1325.12
3.95000000000000|120|96.76|107.95|204.71|120|253.78|252.75|506.53|120|685.18|639.55|1324.73
3.96666666666667|120|97.11|107.76|204.87|120|253.02|252.94|505.96|120|685.51|639.43|1324.94
3.98333333333333|120|96.77|108.07|204.83|120|253.22|253.18|506.40|120|685.55|639.02|1324.58
4.00000000000000|120|96.67|108.19|204.87|120|253.87|253.37|507.24|120|684.70|639.77|1324.48
4.01666666666667|120|96.86|107.64|204.50|120|252.82|252.47|505.29|120|684.48|640.25|1324.73
4.03333333333333|120|96.37|107.94|204.32|120|253.33|252.48|505.82|120|684.44|640.34|1324.78
4.05000000000000|120|96.46|107.37|203.82|120|253.30|252.94|506.24|120|684.38|640.36|1324.74
4.06666666666667|120|96.19|107.68|203.87|120|252.37|252.58|504.95|120|684.67|640.52|1325.20
4.08333333333333|120|96.42|107.93|204.36|120|253.60|252.19|505.79|120|684.54|640.75|1325.29
4.10000000000000|120|96.10|107.63|203.73|120|253.23|252.20|505.43|120|684.23|640.95|1325.18
4.11666666666667|120|96.40|107.37|203.78|120|253.41|251.49|504.90|120|684.15|640.81|1324.96
4.13333333333333|120|96.49|107.12|203.61|120|253.51|252.12|505.62|120|683.77|640.59|1324.36
4.15000000000000|120|96.64|108.37|205.02|120|252.50|251.92|504.42|120|684.10|640.59|1324.69
4.16666666666667|120|96.37|107.48|203.85|120|252.70|252.55|505.25|120|684.21|641.33|1325.53
4.18333333333333|120|95.28|108.71|203.98|120|252.28|253.15|505.43|120|683.83|641.97|1325.80
4.20000000000000|120|94.42|108.91|203.33|120|251.79|253.12|504.91|120|682.41|642.38|1324.79
4.21666666666667|120|94.99|108.79|203.78|120|251.45|253.54|504.99|120|683.19|641.06|1324.25
4.23333333333333|120|94.62|109.49|204.12|120|250.69|254.21|504.90|120|683.45|641.74|1325.19
4.25000000000000|120|94.15|109.35|203.50|120|250.33|252.90|503.23|120|682.43|643.03|1325.47
4.26666666666667|120|94.32|109.16|203.47|120|251.12|253.65|504.77|120|682.88|641.42|1324.31
4.28333333333333|120|94.53|109.41|203.94|120|250.20|253.40|503.60|120|683.31|642.42|1325.73
4.30000000000000|120|94.99|109.44|204.43|120|251.07|253.26|504.33|120|683.11|641.50|1324.61
4.31666666666667|120|94.54|109.45|203.99|120|251.18|254.75|505.93|120|682.42|641.73|1324.16
4.33333333333333|120|94.82|109.37|204.19|120|250.99|254.27|505.26|120|683.33|641.58|1324.92
4.35000000000000|120|95.24|109.28|204.52|120|250.88|254.07|504.96|120|683.28|640.26|1323.54
4.36666666666667|120|94.35|109.62|203.97|120|249.95|253.53|503.48|120|683.36|641.15|1324.51
4.38333333333333|120|94.81|109.93|204.74|120|250.55|254.53|505.07|120|682.91|641.34|1324.25
4.40000000000000|120|94.68|110.08|204.77|120|250.37|254.18|504.55|120|683.29|641.89|1325.18
4.41666666666667|120|94.97|109.28|204.26|120|250.32|254.37|504.70|120|683.73|642.01|1325.74
4.43333333333333|120|94.32|110.17|204.49|120|249.86|254.68|504.53|120|683.26|643.02|1326.28
4.45000000000000|120|94.34|110.34|204.68|120|250.47|254.57|505.04|120|682.87|642.46|1325.33
4.46666666666667|120|94.29|110.36|204.65|120|250.32|254.56|504.88|120|682.73|642.55|1325.28
4.48333333333333|120|94.85|109.93|204.78|120|249.37|254.54|503.92|120|683.70|642.16|1325.86
4.50000000000000|120|94.25|110.04|204.29|120|250.19|255.27|505.46|120|683.53|643.42|1326.96
4.51666666666667|120|94.32|110.78|205.10|120|250.09|255.45|505.54|120|683.05|642.99|1326.04
4.53333333333333|120|94.59|110.53|205.12|120|250.51|254.92|505.43|120|683.92|642.63|1326.55
